YT,AMAV,AMBI,AMCO,AMGO,AMRO,AMWI,BASP,BASW,BCNH,BHCO,BLTE,BOBO,BRBL,BWTE,CAEG,CANG,CCLO,CCSP,COGR,CONI,COYE,DICK,EABL,EAKI,FRGU,GADW,GHOW,GREG,GRSP,GWTE,HESP,HOGR,HOLA,KILL,LESC,LESP,LEYE,MAGO,MALL,MAWR,MODO,NESP,NOHA,NOPI,NSHO,OROR,RBGU,RNDU,RUDU,RWBL,SAVS,SEWR,SORA,SPPI,STGR,SWHA,TRES,UPSA,WEKI,WEME,WILL,WIPH,WISN,YEWA,YHBL,YEAR.x,Transect.x,meanpopr.x,meanbrin.x,meanNC3.x,meanIC3.x,meanNC4.x,meanIC4.x,meanNleg.x,meanIleg.x,meanNForb.x,meanIForb.x,meanNWood.x,meanIWood.x,meanBare.x,meanDead.x,R.x,ld.x,TRT.x,bloop1.x,TSF.x,Season.x,SiteName.x,toposd15_var_2.x,FocalSt_TWI15_2.x,YEAR.y,Transect.y,meanpopr.y,meanbrin.y,meanNC3.y,meanIC3.y,meanNC4.y,meanIC4.y,meanNleg.y,meanIleg.y,meanNForb.y,meanIForb.y,meanNWood.y,meanIWood.y,meanBare.y,meanDead.y,R.y,ld.y,TRT.y,bloop1.y,TSF.y,Season.y,SiteName.y,toposd15_var_2.y,FocalSt_TWI15_2.y,Shape.Area,TransectAlone,pasyr,
ESWSEW2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,ESWSEW,20.75,1.2,7.15,0,1.2,0,1.35,0,13.7,0.6,1.95,0,5.4,28.8,1.225,20.25,PBG40,ESWSEW20201,2,SPRING,Very Shallow,1.258254,0.326625,2020,ESWSEW,20.75,1.2,7.15,0,1.2,0,1.35,0,13.7,0.6,1.95,0,5.4,28.8,1.225,20.25,PBG40,ESWSEW20201,2,SPRING,Very Shallow,1.258254,0.326625,0,ESWSEW,ESW2020,
ESWSWE2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,ESWSWE,39.1,0,24.35,0.15,0.15,0,3.4,0.6,21.2,0.15,4.45,0,3.6,11.3,1.6625,10.5625,PBG40,ESWSWE20171,UNB,NA,Thin Loamy,1.223096,0.722562,2017,ESWSWE,39.1,0,24.35,0.15,0.15,0,3.4,0.6,21.2,0.15,4.45,0,3.6,11.3,1.6625,10.5625,PBG40,ESWSWE20171,UNB,NA,Thin Loamy,1.223096,0.722562,0,ESWSWE,ESW2017,
ESWSWE2018,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2018,ESWSWE,38.35,1.35,14.25,0.15,7.85,0,3.3,0.45,22.55,0.3,0.9,0,11.65,8.2,2.2,11.25,PBG40,ESWSWE20181,UNB,NA,Thin Loamy,1.223096,0.722562,2018,ESWSWE,38.35,1.35,14.25,0.15,7.85,0,3.3,0.45,22.55,0.3,0.9,0,11.65,8.2,2.2,11.25,PBG40,ESWSWE20181,UNB,NA,Thin Loamy,1.223096,0.722562,0,ESWSWE,ESW2018,
ESWSWE2019,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,ESWSWE,22.7,0,25.35,0,16.3,0,7.2,4.55,19.6,10.6,7.55,0,20.8,32.25,0.5875,5.275,PBG40,ESWSWE20191,0,SPRING,Thin Loamy,1.223096,0.722562,2019,ESWSWE,22.7,0,25.35,0,16.3,0,7.2,4.55,19.6,10.6,7.55,0,20.8,32.25,0.5875,5.275,PBG40,ESWSWE20191,0,SPRING,Thin Loamy,1.223096,0.722562,0,ESWSWE,ESW2019,
ESWSWE2020,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020,ESWSWE,16.55,0.15,19.6,0.9,3,0.15,1.05,0.75,21.4,0,5.35,0,18.75,38.6,1.55,16.1875,PBG40,ESWSWE20201,1,SPRING,Thin Loamy,1.223096,0.722562,2020,ESWSWE,16.55,0.15,19.6,0.9,3,0.15,1.05,0.75,21.4,0,5.35,0,18.75,38.6,1.55,16.1875,PBG40,ESWSWE20201,1,SPRING,Thin Loamy,1.223096,0.722562,0,ESWSWE,ESW2020,
ESWSWW2017,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,ESWSWW,40.4,7.55,11.15,11.1,0.15,0.3,1.05,2.4,21.25,4.3,11.7,0,0.9,14.85,1.9625,20.1875,PBG40,ESWSWW20171,UNB,NA,Thin Loamy,1.141764,1.552958,2017,ESWSWW,40.4,7.55,11.15,11.1,0.15,0.3,1.05,2.4,21.25,4.3,11.7,0,0.9,14.85,1.9625,20.1875,PBG40,ESWSWW20171,UNB,NA,Thin Loamy,1.141764,1.552958,310.207225,ESWSWW,ESW2017,
ESWSWW2018,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,ESWSWW,58.75,5,10.85,3.3,2.2,0,4.3,0.9,17.75,5.65,9.5,0,3.45,10.15,2.5,24.6,PBG40,ESWSWW20181,UNB,NA,Thin Loamy,1.141764,1.552958,2018,ESWSWW,58.75,5,10.85,3.3,2.2,0,4.3,0.9,17.75,5.65,9.5,0,3.45,10.15,2.5,24.6,PBG40,ESWSWW20181,UNB,NA,Thin Loamy,1.141764,1.552958,310.207225,ESWSWW,ESW2018,
ESWSWW2019,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,ESWSWW,31,0,27.3,5.75,7.95,0,9.85,5.7,27.5,7.95,18.55,0,21.75,17.4,1.4375,7.0875,PBG40,ESWSWW20191,0,SPRING,Thin Loamy,1.141764,1.552958,2019,ESWSWW,31,0,27.3,5.75,7.95,0,9.85,5.7,27.5,7.95,18.55,0,21.75,17.4,1.4375,7.0875,PBG40,ESWSWW20191,0,SPRING,Thin Loamy,1.141764,1.552958,310.207225,ESWSWW,ESW2019,
ESWSWW2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,ESWSWW,25.75,2.4,14.65,4.85,0.3,0,0.6,1.05,18.5,0,3.9,0,8.65,30.35,2.05,25.475,PBG40,ESWSWW20201,1,SPRING,Thin Loamy,1.141764,1.552958,2020,ESWSWW,25.75,2.4,14.65,4.85,0.3,0,0.6,1.05,18.5,0,3.9,0,8.65,30.35,2.05,25.475,PBG40,ESWSWW20201,1,SPRING,Thin Loamy,1.141764,1.552958,310.207225,ESWSWW,ESW2020,
RMENEN2017,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2017,RMENEN,49.25,37.7,0.15,0,0,0,0.75,0,4.95,3.3,16.7,0,1.2,13,3.7375,17.8125,SLG,RMENEN20171,UNB,SLG,Loamy,1.041687,1.620476,2017,RMENEN,49.25,37.7,0.15,0,0,0,0.75,0,4.95,3.3,16.7,0,1.2,13,3.7375,17.8125,SLG,RMENEN20171,UNB,SLG,Loamy,1.041687,1.620476,0,RMENEN,RME2017,
RMENEN2018,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,RMENEN,37.15,13.9,3.75,0,2.25,0,1.5,7.05,9.4,0,12.25,0,6.9,0.75,3,12.4,SLG,RMENEN20181,UNB,SLG,Loamy,1.041687,1.620476,2018,RMENEN,37.15,13.9,3.75,0,2.25,0,1.5,7.05,9.4,0,12.25,0,6.9,0.75,3,12.4,SLG,RMENEN20181,UNB,SLG,Loamy,1.041687,1.620476,0,RMENEN,RME2018,
RMENEN2019,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,RMENEN,51.95,20.2,0.75,0,1.05,0,2.95,0.6,7.7,1.8,10.1,0,0.75,5.2,4.25,50.0875,SLG,RMENEN20191,UNB,SLG,Loamy,1.041687,1.620476,2019,RMENEN,51.95,20.2,0.75,0,1.05,0,2.95,0.6,7.7,1.8,10.1,0,0.75,5.2,4.25,50.0875,SLG,RMENEN20191,UNB,SLG,Loamy,1.041687,1.620476,0,RMENEN,RME2019,
RMENEN2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,RMENEN,32.05,17.7,1.2,0.15,0.15,0,0.75,0,6.8,1.2,10.15,0,0.9,41.95,2.3,47.1375,SLG,RMENEN20201,UNB,SLG,Loamy,1.041687,1.620476,2020,RMENEN,32.05,17.7,1.2,0.15,0.15,0,0.75,0,6.8,1.2,10.15,0,0.9,41.95,2.3,47.1375,SLG,RMENEN20201,UNB,SLG,Loamy,1.041687,1.620476,0,RMENEN,RME2020,
RMENES2017,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2017,RMENES,28.85,47.7,1.05,0,0,0,0.75,8.85,4.5,0.75,1.95,0,1.2,13.65,3.4375,15,SLG,RMENES20171,UNB,SLG,Loamy,1.0812,1.470819,2017,RMENES,28.85,47.7,1.05,0,0,0,0.75,8.85,4.5,0.75,1.95,0,1.2,13.65,3.4375,15,SLG,RMENES20171,UNB,SLG,Loamy,1.0812,1.470819,0,RMENES,RME2017,
RMENES2018,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,RMENES,24.95,2.85,17.1,0,6.5,0,3.1,2.4,14.2,0,1.9,0,19.35,0.75,2.65,10.1,SLG,RMENES20181,UNB,SLG,Loamy,1.0812,1.470819,2018,RMENES,24.95,2.85,17.1,0,6.5,0,3.1,2.4,14.2,0,1.9,0,19.35,0.75,2.65,10.1,SLG,RMENES20181,UNB,SLG,Loamy,1.0812,1.470819,0,RMENES,RME2018,
RMENES2019,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,RMENES,37.65,37.8,1.5,0,6.7,0,0.9,1.8,5.65,0,1.95,0,0.15,8.15,3.225,42,SLG,RMENES20191,UNB,SLG,Loamy,1.0812,1.470819,2019,RMENES,37.65,37.8,1.5,0,6.7,0,0.9,1.8,5.65,0,1.95,0,0.15,8.15,3.225,42,SLG,RMENES20191,UNB,SLG,Loamy,1.0812,1.470819,0,RMENES,RME2019,
RMENES2020,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020,RMENES,21.35,27,1.9,0,0,0,1.05,1.05,5.5,0.45,4.2,0,0.75,37.85,2.6,45.475,SLG,RMENES20201,UNB,SLG,Loamy,1.0812,1.470819,2020,RMENES,21.35,27,1.9,0,0,0,1.05,1.05,5.5,0.45,4.2,0,0.75,37.85,2.6,45.475,SLG,RMENES20201,UNB,SLG,Loamy,1.0812,1.470819,0,RMENES,RME2020,
RMENWN2017,0,0,0,1,0,0,0,0,0,5,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,RMENWN,36.2,40.15,0.45,0.15,0,0,1.65,9.6,4.95,2.35,9.05,0,1.5,14.9,3.45,16.5625,SLG,RMENWN20171,UNB,SLG,Very Shallow,2.736051,0.531854,2017,RMENWN,36.2,40.15,0.45,0.15,0,0,1.65,9.6,4.95,2.35,9.05,0,1.5,14.9,3.45,16.5625,SLG,RMENWN20171,UNB,SLG,Very Shallow,2.736051,0.531854,0,RMENWN,RME2017,
RMENWN2018,0,0,0,0,0,0,0,0,0,4,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,RMENWN,28.15,6.05,6.8,0,3.4,0,6.1,2.85,21.35,0,1.05,0,13.65,1.65,2.8,9.65,SLG,RMENWN20181,UNB,SLG,Very Shallow,2.736051,0.531854,2018,RMENWN,28.15,6.05,6.8,0,3.4,0,6.1,2.85,21.35,0,1.05,0,13.65,1.65,2.8,9.65,SLG,RMENWN20181,UNB,SLG,Very Shallow,2.736051,0.531854,0,RMENWN,RME2018,
RMENWN2019,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2019,RMENWN,29.5,33.15,0.15,1.9,0.3,0,1.05,0.9,10.05,0.45,2.1,0,2.05,20.6,4.3625,55.875,SLG,RMENWN20191,UNB,SLG,Very Shallow,2.736051,0.531854,2019,RMENWN,29.5,33.15,0.15,1.9,0.3,0,1.05,0.9,10.05,0.45,2.1,0,2.05,20.6,4.3625,55.875,SLG,RMENWN20191,UNB,SLG,Very Shallow,2.736051,0.531854,0,RMENWN,RME2019,
RMENWN2020,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2020,RMENWN,21.8,20.75,0,0,0,0,0.6,0.45,5.25,0.15,13.45,0,0.15,44.1,2.6,48.95,SLG,RMENWN20201,UNB,SLG,Very Shallow,2.736051,0.531854,2020,RMENWN,21.8,20.75,0,0,0,0,0.6,0.45,5.25,0.15,13.45,0,0.15,44.1,2.6,48.95,SLG,RMENWN20201,UNB,SLG,Very Shallow,2.736051,0.531854,0,RMENWN,RME2020,
RMENWS2017,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2017,RMENWS,35.7,33.1,3.75,0,0,0,1.95,3.45,12.85,0.6,5.5,0,3.6,14.9,2.4,14.125,SLG,RMENWS20171,UNB,SLG,Thin Loamy,6.105791,-0.056942,2017,RMENWS,35.7,33.1,3.75,0,0,0,1.95,3.45,12.85,0.6,5.5,0,3.6,14.9,2.4,14.125,SLG,RMENWS20171,UNB,SLG,Thin Loamy,6.105791,-0.056942,1887.691981,RMENWS,RME2017,
RMENWS2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,RMENWS,12.7,27.25,0.9,0,5.45,0,5,0,24.05,0.3,5.3,0,9.1,1.65,3.75,12.1,SLG,RMENWS20181,UNB,SLG,Thin Loamy,6.105791,-0.056942,2018,RMENWS,12.7,27.25,0.9,0,5.45,0,5,0,24.05,0.3,5.3,0,9.1,1.65,3.75,12.1,SLG,RMENWS20181,UNB,SLG,Thin Loamy,6.105791,-0.056942,1887.691981,RMENWS,RME2018,
RMENWS2019,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,RMENWS,31.15,30.7,0.9,0,5.8,0,1.2,2.95,10.5,0.15,2.55,0,1.9,11.75,4.9625,44.125,SLG,RMENWS20191,UNB,SLG,Thin Loamy,6.105791,-0.056942,2019,RMENWS,31.15,30.7,0.9,0,5.8,0,1.2,2.95,10.5,0.15,2.55,0,1.9,11.75,4.9625,44.125,SLG,RMENWS20191,UNB,SLG,Thin Loamy,6.105791,-0.056942,1887.691981,RMENWS,RME2019,
RMENWS2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,RMENWS,20.05,23,1.05,0,0,0,1.05,0.6,6.3,0.3,7,0,3.7,44.1,2.2625,45.075,SLG,RMENWS20201,UNB,SLG,Thin Loamy,6.105791,-0.056942,2020,RMENWS,20.05,23,1.05,0,0,0,1.05,0.6,6.3,0.3,7,0,3.7,44.1,2.2625,45.075,SLG,RMENWS20201,UNB,SLG,Thin Loamy,6.105791,-0.056942,1887.691981,RMENWS,RME2020,
RMESEN2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2017,RMESEN,32.05,32.75,1.8,0,0,0,1.5,5.5,11.95,1.2,3.45,0,4,13.1,2.275,14.0625,SLG,RMESEN20171,UNB,SLG,Thin Loamy,3.691795,0.943461,2017,RMESEN,32.05,32.75,1.8,0,0,0,1.5,5.5,11.95,1.2,3.45,0,4,13.1,2.275,14.0625,SLG,RMESEN20171,UNB,SLG,Thin Loamy,3.691795,0.943461,1136.182454,RMESEN,RME2017,
RMESEN2018,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,RMESEN,19.7,36.3,2.65,0,5.3,0,1.65,0.3,14.85,0.75,8.35,0,14.3,0.15,2.95,11.2,SLG,RMESEN20181,UNB,SLG,Thin Loamy,3.691795,0.943461,2018,RMESEN,19.7,36.3,2.65,0,5.3,0,1.65,0.3,14.85,0.75,8.35,0,14.3,0.15,2.95,11.2,SLG,RMESEN20181,UNB,SLG,Thin Loamy,3.691795,0.943461,1136.182454,RMESEN,RME2018,
RMESEN2019,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,RMESEN,42.8,21.15,5.6,0,2.65,0,1.35,4,14.1,0.9,4.05,0,0.9,4.3,3.9875,30.7625,SLG,RMESEN20191,UNB,SLG,Thin Loamy,3.691795,0.943461,2019,RMESEN,42.8,21.15,5.6,0,2.65,0,1.35,4,14.1,0.9,4.05,0,0.9,4.3,3.9875,30.7625,SLG,RMESEN20191,UNB,SLG,Thin Loamy,3.691795,0.943461,1136.182454,RMESEN,RME2019,
RMESEN2020,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020,RMESEN,24.85,21.7,2.95,0.15,0.9,0,1.8,0.9,7.45,0.15,13.9,0,3.45,22.75,2.6375,34.575,SLG,RMESEN20201,UNB,SLG,Thin Loamy,3.691795,0.943461,2020,RMESEN,24.85,21.7,2.95,0.15,0.9,0,1.8,0.9,7.45,0.15,13.9,0,3.45,22.75,2.6375,34.575,SLG,RMESEN20201,UNB,SLG,Thin Loamy,3.691795,0.943461,1136.182454,RMESEN,RME2020,
RMESES2017,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2017,RMESES,28.75,47.25,0.75,2.55,0,0,0.3,1.8,3.7,0.9,0.15,0,3.3,15.95,3.275,14.125,SLG,RMESES20171,UNB,SLG,Loamy,0.753535,1.868702,2017,RMESES,28.75,47.25,0.75,2.55,0,0,0.3,1.8,3.7,0.9,0.15,0,3.3,15.95,3.275,14.125,SLG,RMESES20171,UNB,SLG,Loamy,0.753535,1.868702,0,RMESES,RME2017,
RMESES2018,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,RMESES,23.35,40.7,3.4,0,0.75,0,2.25,0.75,11.3,0.15,16.5,0,1.2,0.9,4,17.6,SLG,RMESES20181,UNB,SLG,Loamy,0.753535,1.868702,2018,RMESES,23.35,40.7,3.4,0,0.75,0,2.25,0.75,11.3,0.15,16.5,0,1.2,0.9,4,17.6,SLG,RMESES20181,UNB,SLG,Loamy,0.753535,1.868702,0,RMESES,RME2018,
RMESES2019,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2019,RMESES,28.05,29.5,8.05,2.05,5.05,0,3.7,2.35,7.8,1.05,1.05,0,2.8,9.5,3.5625,32.4,SLG,RMESES20191,UNB,SLG,Loamy,0.753535,1.868702,2019,RMESES,28.05,29.5,8.05,2.05,5.05,0,3.7,2.35,7.8,1.05,1.05,0,2.8,9.5,3.5625,32.4,SLG,RMESES20191,UNB,SLG,Loamy,0.753535,1.868702,0,RMESES,RME2019,
RMESES2020,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2020,RMESES,19.8,21.55,2.25,0.9,0,0,1.65,0.15,8.5,0.75,2.85,0,1.95,38,2.1875,28.7625,SLG,RMESES20201,UNB,SLG,Loamy,0.753535,1.868702,2020,RMESES,19.8,21.55,2.25,0.9,0,0,1.65,0.15,8.5,0.75,2.85,0,1.95,38,2.1875,28.7625,SLG,RMESES20201,UNB,SLG,Loamy,0.753535,1.868702,0,RMESES,RME2020,
RMESWN2017,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2017,RMESWN,30.85,37.35,1.65,0,0.45,0,1.2,3.55,20,0.6,6.55,0,3.15,14.3,2.3625,15.5,SLG,RMESWN20171,UNB,SLG,Thin Loamy,3.342952,0.237642,2017,RMESWN,30.85,37.35,1.65,0,0.45,0,1.2,3.55,20,0.6,6.55,0,3.15,14.3,2.3625,15.5,SLG,RMESWN20171,UNB,SLG,Thin Loamy,3.342952,0.237642,0,RMESWN,RME2017,
RMESWN2018,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,RMESWN,15.15,29.2,11.3,0.15,0.15,0,0.3,0.75,15.7,0.75,3.85,0.25,17.15,7.05,3.5,12.75,SLG,RMESWN20181,UNB,SLG,Thin Loamy,3.342952,0.237642,2018,RMESWN,15.15,29.2,11.3,0.15,0.15,0,0.3,0.75,15.7,0.75,3.85,0.25,17.15,7.05,3.5,12.75,SLG,RMESWN20181,UNB,SLG,Thin Loamy,3.342952,0.237642,0,RMESWN,RME2018,
RMESWN2019,0,0,0,0,0,1,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2019,RMESWN,29.95,28.4,8.95,0,4.65,0,1.2,1.65,20.65,0.9,4.6,0,2.8,2.25,4.2125,35.8875,SLG,RMESWN20191,UNB,SLG,Thin Loamy,3.342952,0.237642,2019,RMESWN,29.95,28.4,8.95,0,4.65,0,1.2,1.65,20.65,0.9,4.6,0,2.8,2.25,4.2125,35.8875,SLG,RMESWN20191,UNB,SLG,Thin Loamy,3.342952,0.237642,0,RMESWN,RME2019,
